song_base,artist_canon,genius_id,genius_url,genius_path,genius_full_title,genius_primary_artist,genius_pageviews,genius_pyongs,genius_annotation_count,genius_lyrics_state,match_score,title_has_spanish_char,title_has_spanish_word,genius_has_spanish_translation_hint
arms around you,xxxtentacion x lil pump featuring maluma and swae lee,,,,,,,,,,0.0,False,False,False
startender,a boogie wit da hoodie featuring offset and tyga,4064931.0,https://genius.com/A-boogie-wit-da-hoodie-startender-lyrics,/A-boogie-wit-da-hoodie-startender-lyrics,Startender by A Boogie wit da Hoodie (Ft. Offset & Tyga),A Boogie wit da Hoodie,196081.0,,13.0,complete,0.717391304347826,False,True,False
uproar,lil wayne,3985353.0,https://genius.com/Lil-wayne-uproar-lyrics,/Lil-wayne-uproar-lyrics,Uproar by Lil Wayne (Ft. Swizz Beatz),Lil Wayne,858040.0,,30.0,complete,1.0,False,False,False
burning man,dierks bentley featuring brothers osborne,3444258.0,https://genius.com/Dierks-bentley-burning-man-lyrics,/Dierks-bentley-burning-man-lyrics,Burning Man by Dierks Bentley (Ft. Brothers Osborne),Dierks Bentley,35867.0,,6.0,complete,0.6582278481012658,False,False,False
you,jacquees,3612904.0,https://genius.com/Jacquees-you-lyrics,/Jacquees-you-lyrics,You by Jacquees,Jacquees,404931.0,,9.0,complete,1.0,False,False,False
ruin my life,zara larsson,3953085.0,https://genius.com/Zara-larsson-ruin-my-life-lyrics,/Zara-larsson-ruin-my-life-lyrics,Ruin My Life by Zara Larsson,Zara Larsson,295523.0,,3.0,complete,1.0,False,False,False
talk to me,tory lanez and rich the kid,3692530.0,https://genius.com/Tory-lanez-and-rich-the-kid-talk-to-me-lyrics,/Tory-lanez-and-rich-the-kid-talk-to-me-lyrics,TAlk tO Me by Tory Lanez & Rich The Kid,Tory Lanez,377209.0,,5.0,complete,0.711864406779661,False,False,False
rainbow,kacey musgraves,3543338.0,https://genius.com/Kacey-musgraves-rainbow-lyrics,/Kacey-musgraves-rainbow-lyrics,Rainbow by Kacey Musgraves,Kacey Musgraves,421315.0,,5.0,complete,1.0,False,False,False
alone,marshmello,2472272.0,https://genius.com/Marshmello-alone-lyrics,/Marshmello-alone-lyrics,Alone by Marshmello,Marshmello,847803.0,,2.0,complete,1.0,False,False,False
breathin,ariana grande,3681287.0,https://genius.com/Ariana-grande-breathin-lyrics,/Ariana-grande-breathin-lyrics,breathin by Ariana Grande,Ariana Grande,2101075.0,,8.0,complete,1.0,False,False,False
trip,ella mai,3866574.0,https://genius.com/Ella-mai-trip-lyrics,/Ella-mai-trip-lyrics,Trip by Ella Mai,Ella Mai,942833.0,,8.0,complete,1.0,False,False,False
love lies,khalid and normani,,,,,,,,,,0.0,False,False,False
beautiful,bazzi featuring camila cabello,,,,,,,,,,0.0,False,False,False
first off,future featuring travis scott,,,,,,,,,,0.0,False,False,False
roses,benny blanco and juice wrld featuring brendon urie,,,,,,,,,,0.0,False,False,False
keanu reeves,logic,3683582.0,https://genius.com/Logic-keanu-reeves-lyrics,/Logic-keanu-reeves-lyrics,Keanu Reeves by Logic,Logic,699739.0,,20.0,complete,1.0,False,False,False
no stylist,french montana featuring drake,3916993.0,https://genius.com/French-montana-no-stylist-lyrics,/French-montana-no-stylist-lyrics,No Stylist by French Montana (Ft. Drake),French Montana,897174.0,,10.0,complete,0.7575757575757576,False,False,False
crushed up,future,4185272.0,https://genius.com/Future-crushed-up-lyrics,/Future-crushed-up-lyrics,Crushed Up by Future,Future,132179.0,,19.0,complete,1.0,False,False,False
best shot,jimmie allen,3422619.0,https://genius.com/Jimmie-allen-best-shot-lyrics,/Jimmie-allen-best-shot-lyrics,Best Shot by Jimmie Allen,Jimmie Allen,130498.0,,1.0,complete,1.0,False,False,False
sauce,xxxtentacion,4248724.0,https://genius.com/Xxxtentacion-sauce-lyrics,/Xxxtentacion-sauce-lyrics,Sauce! by XXXTENTACION,XXXTENTACION,260653.0,,8.0,complete,1.0,False,False,False
bad,xxxtentacion,3729609.0,https://genius.com/Xxxtentacion-bad-lyrics,/Xxxtentacion-bad-lyrics,BAD! by XXXTENTACION,XXXTENTACION,1533000.0,,2.0,complete,1.0,False,False,False
blue tacoma,russell dickerson,2426727.0,https://genius.com/Russell-dickerson-blue-tacoma-lyrics,/Russell-dickerson-blue-tacoma-lyrics,Blue Tacoma by Russell Dickerson,Russell Dickerson,86522.0,,4.0,complete,1.0,False,False,False
natural,imagine dragons,3833988.0,https://genius.com/Imagine-dragons-natural-lyrics,/Imagine-dragons-natural-lyrics,Natural by Imagine Dragons,Imagine Dragons,929960.0,,7.0,complete,1.0,False,True,False
jumpin on a jet,future,4203931.0,https://genius.com/Future-jumpin-on-a-jet-lyrics,/Future-jumpin-on-a-jet-lyrics,Jumpin on a Jet by Future,Future,71585.0,,5.0,complete,1.0,False,False,False
never stop,future,4227147.0,https://genius.com/Future-never-stop-lyrics,/Future-never-stop-lyrics,Never Stop by Future,Future,308848.0,,29.0,complete,1.0,False,False,False
consequences,camila cabello,3354827.0,https://genius.com/Camila-cabello-consequences-lyrics,/Camila-cabello-consequences-lyrics,Consequences by Camila Cabello,Camila Cabello,555453.0,,8.0,complete,1.0,False,True,False
temptation,future,4230713.0,https://genius.com/Future-temptation-lyrics,/Future-temptation-lyrics,Temptation by Future,Future,94344.0,,9.0,complete,1.0,False,True,False
rocket ship,future,4230712.0,https://genius.com/Future-rocket-ship-lyrics,/Future-rocket-ship-lyrics,Rocket Ship by Future,Future,55160.0,,4.0,complete,1.0,False,False,False
f n,future,4230714.0,https://genius.com/Future-f-n-lyrics,/Future-f-n-lyrics,F&N by Future,Future,138798.0,,20.0,complete,1.0,False,False,False
electricity,silk city x dua lipa,,,,,,,,,,0.0,False,False,False
face my fears,hikaru utada and skrillex,4153409.0,https://genius.com/Hikaru-utada-and-skrillex-face-my-fears-lyrics,/Hikaru-utada-and-skrillex-face-my-fears-lyrics,Face My Fears by 宇多田ヒカル (Hikaru Utada) & Skrillex,宇多田ヒカル (Hikaru Utada),34135.0,,0.0,complete,0.8,False,False,False
call the coroner,future,4230715.0,https://genius.com/Future-call-the-coroner-lyrics,/Future-call-the-coroner-lyrics,Call the Coroner by Future,Future,67120.0,,11.0,complete,1.0,False,False,False
she got the best of me,luke combs,709286.0,https://genius.com/Luke-combs-she-got-the-best-of-me-lyrics,/Luke-combs-she-got-the-best-of-me-lyrics,She Got the Best of Me by Luke Combs,Luke Combs,123649.0,,3.0,complete,1.0,False,False,False
fine china,future and juice wrld,,,,,,,,,,0.0,False,False,False
nuketown,ski mask the slump god featuring juice wrld,3933296.0,https://genius.com/Ski-mask-the-slump-god-nuketown-lyrics,/Ski-mask-the-slump-god-nuketown-lyrics,Nuketown by Ski Mask the Slump God (Ft. Juice WRLD),Ski Mask the Slump God,1029882.0,,54.0,complete,0.7469879518072289,False,False,False
space cadet,metro boomin featuring gunna,,,,,,,,,,0.0,False,False,False
butterfly doors,lil pump,4164548.0,https://genius.com/Lil-pump-butterfly-doors-lyrics,/Lil-pump-butterfly-doors-lyrics,Butterfly Doors by Lil Pump,Lil Pump,273092.0,,12.0,complete,1.0,False,True,False
valuable pain,youngboy never broke again,4151092.0,https://genius.com/Youngboy-never-broke-again-valuable-pain-lyrics,/Youngboy-never-broke-again-valuable-pain-lyrics,Valuable Pain by YoungBoy Never Broke Again,YoungBoy Never Broke Again,641568.0,,11.0,complete,1.0,False,False,False
can't leave without it,21 savage,4155507.0,https://genius.com/21-savage-cant-leave-without-it-lyrics,/21-savage-cant-leave-without-it-lyrics,can’t leave without it by 21 Savage (Ft. Gunna & Lil Baby),21 Savage,851591.0,,20.0,complete,0.9841269841269841,False,False,False
good form,nicki minaj featuring lil wayne,4105352.0,https://genius.com/Nicki-minaj-good-form-remix-lyrics,/Nicki-minaj-good-form-remix-lyrics,Good Form (Remix) by Nicki Minaj (Ft. Lil Wayne),Nicki Minaj,376118.0,,25.0,complete,0.6176470588235294,False,True,False
idontwannabeyouanymore,billie eilish,3143252.0,https://genius.com/Billie-eilish-idontwannabeyouanymore-lyrics,/Billie-eilish-idontwannabeyouanymore-lyrics,idontwannabeyouanymore by Billie Eilish,Billie Eilish,3449959.0,,13.0,complete,1.0,False,False,False
last shot,kip moore,3150071.0,https://genius.com/Kip-moore-last-shot-lyrics,/Kip-moore-last-shot-lyrics,Last Shot by Kip Moore,Kip Moore,22932.0,,0.0,complete,1.0,False,False,False
smile,lil' duval featuring snoop dogg and ball greezy,,,,,,,,,,0.0,False,False,False
lost in japan,shawn mendes x zedd,,,,,,,,,,0.0,False,False,False
monster,21 savage,4155516.0,https://genius.com/21-savage-monster-lyrics,/21-savage-monster-lyrics,monster by 21 Savage (Ft. Childish Gambino),21 Savage,549233.0,,21.0,complete,1.0,False,True,False
demons and angels,a boogie wit da hoodie featuring juice wrld,3930562.0,https://genius.com/A-boogie-wit-da-hoodie-demons-and-angels-lyrics,/A-boogie-wit-da-hoodie-demons-and-angels-lyrics,Demons and Angels by A Boogie wit da Hoodie (Ft. Juice WRLD),A Boogie wit da Hoodie,250781.0,,11.0,complete,0.7920792079207921,False,False,False
kika,6ix9ine featuring tory lanez,,,,,,,,,,0.0,False,False,False
dip,tyga and nicki minaj,,,,,,,,,,0.0,False,False,False
lucky you,eminem featuring joyner lucas,,,,,,,,,,0.0,False,False,False
drunk me,mitchell tenpenny,3852486.0,https://genius.com/Mitchell-tenpenny-drunk-me-lyrics,/Mitchell-tenpenny-drunk-me-lyrics,Drunk Me by Mitchell Tenpenny,Mitchell Tenpenny,36531.0,,2.0,complete,1.0,False,False,False
dangerous,meek mill featuring jeremih and pnb rock,,,,,,,,,,0.0,False,False,False
solo de mi,bad bunny,4140387.0,https://genius.com/Bad-bunny-solo-de-mi-lyrics,/Bad-bunny-solo-de-mi-lyrics,Solo de Mí by Bad Bunny,Bad Bunny,218292.0,,3.0,complete,1.0,True,True,False
whoa,xxxtentacion,4135259.0,https://genius.com/Xxxtentacion-whoa-mind-in-awe-lyrics,/Xxxtentacion-whoa-mind-in-awe-lyrics,​​whoa (mind in awe) by XXXTENTACION,XXXTENTACION,525244.0,,2.0,complete,0.7391304347826086,False,True,False
all my friends,21 savage,4155504.0,https://genius.com/21-savage-all-my-friends-lyrics,/21-savage-all-my-friends-lyrics,all my friends by 21 Savage (Ft. Post Malone),21 Savage,377169.0,,13.0,complete,1.0,False,False,False
happy xmas,john and yoko/the plastic ono band with the harlem community choir,,,,,,,,,,0.0,False,False,False
cozy little christmas,katy perry,4092048.0,https://genius.com/Katy-perry-cozy-little-christmas-lyrics,/Katy-perry-cozy-little-christmas-lyrics,Cozy Little Christmas by Katy Perry,Katy Perry,41265.0,,4.0,complete,1.0,False,True,False
the christmas song,lauren daigle,4185699.0,https://genius.com/Lauren-daigle-the-christmas-song-lyrics,/Lauren-daigle-the-christmas-song-lyrics,The Christmas Song by Lauren Daigle,Lauren Daigle,,,0.0,complete,1.0,False,True,False
break da law,21 savage,4155495.0,https://genius.com/21-savage-break-da-law-lyrics,/21-savage-break-da-law-lyrics,break da law by 21 Savage,21 Savage,179329.0,,23.0,complete,1.0,False,False,False
1 5,21 savage,4155501.0,https://genius.com/21-savage-15-lyrics,/21-savage-15-lyrics,1.5 by 21 Savage (Ft. Offset),21 Savage,213927.0,,10.0,complete,1.0,False,False,False
out for the night,21 savage,4155498.0,https://genius.com/21-savage-out-for-the-night-lyrics,/21-savage-out-for-the-night-lyrics,out for the night by 21 Savage,21 Savage,209403.0,,14.0,complete,1.0,False,False,False
gun smoke,21 savage,4155500.0,https://genius.com/21-savage-gun-smoke-lyrics,/21-savage-gun-smoke-lyrics,gun smoke by 21 Savage,21 Savage,141379.0,,7.0,complete,1.0,False,False,False
asmr,21 savage,4155508.0,https://genius.com/21-savage-asmr-lyrics,/21-savage-asmr-lyrics,asmr by 21 Savage,21 Savage,344088.0,,21.0,complete,1.0,False,False,False
moshpit,kodak black featuring juice wrld,4153701.0,https://genius.com/Kodak-black-moshpit-lyrics,/Kodak-black-moshpit-lyrics,MoshPit by Kodak Black (Ft. Juice WRLD),Kodak Black,122406.0,,13.0,complete,0.6440677966101694,False,False,False
testimony,kodak black,4029029.0,https://genius.com/Kodak-black-testimony-lyrics,/Kodak-black-testimony-lyrics,Testimony by Kodak Black,Kodak Black,293149.0,,2.0,complete,1.0,False,True,False
gnarly,kodak black featuring lil pump,4153700.0,https://genius.com/Kodak-black-gnarly-lyrics,/Kodak-black-gnarly-lyrics,Gnarly by Kodak Black (Ft. Lil Pump),Kodak Black,119909.0,,5.0,complete,0.6545454545454545,False,False,False
uptown vibes,meek mill featuring fabolous and anuel aa,,,,,,,,,,0.0,False,False,False
mama,6ix9ine featuring nicki minaj and kanye west,,,,,,,,,,0.0,False,False,False
broken,lovelytheband,3057624.0,https://genius.com/Lovelytheband-broken-lyrics,/Lovelytheband-broken-lyrics,broken by lovelytheband,lovelytheband,329641.0,,10.0,complete,1.0,False,False,False
taste,tyga featuring offset,,,,,,,,,,0.0,False,False,False
guardian angel,xxxtentacion,4117868.0,https://genius.com/Xxxtentacion-guardian-angel-lyrics,/Xxxtentacion-guardian-angel-lyrics,Guardian angel by XXXTENTACION,XXXTENTACION,877960.0,,8.0,complete,1.0,False,False,False
god is a woman,ariana grande,3681280.0,https://genius.com/Ariana-grande-god-is-a-woman-lyrics,/Ariana-grande-god-is-a-woman-lyrics,God is a woman by Ariana Grande,Ariana Grande,3513950.0,,14.0,complete,1.0,False,False,False
i don't let go,xxxtentacion,4135251.0,https://genius.com/Xxxtentacion-i-dont-let-go-lyrics,/Xxxtentacion-i-dont-let-go-lyrics,I don't let go by XXXTENTACION,XXXTENTACION,456252.0,,4.0,complete,0.9811320754716981,False,False,False
what's free,meek mill featuring rick ross and jay-z,,,,,,,,,,0.0,False,False,False
one minute,xxxtentacion featuring kanye west and travis barker,,,,,,,,,,0.0,False,False,False
train food,xxxtentacion,4135256.0,https://genius.com/Xxxtentacion-train-food-lyrics,/Xxxtentacion-train-food-lyrics,Train food by XXXTENTACION,XXXTENTACION,771638.0,,11.0,complete,1.0,False,False,False
what are you so afraid of,xxxtentacion,4135257.0,https://genius.com/Xxxtentacion-what-are-you-so-afraid-of-lyrics,/Xxxtentacion-what-are-you-so-afraid-of-lyrics,​​what are you so afraid of by XXXTENTACION,XXXTENTACION,339326.0,,2.0,complete,1.0,False,False,False
staring at the sky,xxxtentacion,3989203.0,https://genius.com/Xxxtentacion-staring-at-the-sky-lyrics,/Xxxtentacion-staring-at-the-sky-lyrics,STARING AT THE SKY by XXXTENTACION,XXXTENTACION,349096.0,,4.0,complete,1.0,False,False,False
lie,nf,3219248.0,https://genius.com/Nf-lie-lyrics,/Nf-lie-lyrics,Lie by NF,NF,724760.0,,2.0,complete,1.0,False,False,False
waka,6ix9ine featuring a boogie wit da hoodie,,,,,,,,,,0.0,False,False,False
on me,meek mill featuring cardi b,4121528.0,https://genius.com/Meek-mill-on-me-lyrics,/Meek-mill-on-me-lyrics,On Me by Meek Mill (Ft. Cardi B),Meek Mill,195969.0,,13.0,complete,0.625,False,False,False
difference,xxxtentacion,4083827.0,https://genius.com/Xxxtentacion-difference-interlude-lyrics,/Xxxtentacion-difference-interlude-lyrics,​​difference (interlude) by XXXTENTACION,XXXTENTACION,301488.0,,6.0,complete,0.8214285714285714,False,True,False
tic toc,6ix9ine featuring lil baby,3910961.0,https://genius.com/6ix9ine-tic-toc-lyrics,/6ix9ine-tic-toc-lyrics,TIC TOC by 6ix9ine (Ft. Lil Baby),6ix9ine,266414.0,,13.0,complete,0.6122448979591837,False,False,False
that's on me,yella beezy,3621365.0,https://genius.com/Yella-beezy-thats-on-me-lyrics,/Yella-beezy-thats-on-me-lyrics,That's On Me by Yella Beezy,Yella Beezy,293773.0,,16.0,complete,0.9787234042553191,False,False,False
fefe,6ix9ine featuring nicki minaj and murda beatz,,,,,,,,,,0.0,False,False,False
respect the game,meek mill,4125749.0,https://genius.com/Meek-mill-respect-the-game-lyrics,/Meek-mill-respect-the-game-lyrics,Respect the Game by Meek Mill,Meek Mill,334841.0,,4.0,complete,1.0,False,False,False
ring,cardi b featuring kehlani,,,,,,,,,,0.0,False,False,False
trauma,meek mill,4125707.0,https://genius.com/Meek-mill-trauma-lyrics,/Meek-mill-trauma-lyrics,Trauma by Meek Mill,Meek Mill,172955.0,,23.0,complete,1.0,False,False,False
time,lil baby featuring meek mill,,,,,,,,,,0.0,False,False,False
ready,lil baby featuring gunna,4087091.0,https://genius.com/Lil-baby-ready-lyrics,/Lil-baby-ready-lyrics,Ready by Lil Baby (Ft. Gunna),Lil Baby,452828.0,,34.0,complete,0.6363636363636364,False,False,False
championships,meek mill,4125734.0,https://genius.com/Meek-mill-championships-lyrics,/Meek-mill-championships-lyrics,Championships by Meek Mill,Meek Mill,180876.0,,9.0,complete,1.0,False,False,False
tic tac toe,meek mill featuring kodak black,4125725.0,https://genius.com/Meek-mill-tic-tac-toe-lyrics,/Meek-mill-tic-tac-toe-lyrics,Tic Tac Toe by Meek Mill (Ft. Kodak Black),Meek Mill,80989.0,,15.0,complete,0.65625,False,False,False
almost slipped,meek mill,4125729.0,https://genius.com/Meek-mill-almost-slipped-lyrics,/Meek-mill-almost-slipped-lyrics,Almost Slipped by Meek Mill,Meek Mill,191544.0,,4.0,complete,1.0,False,False,False
splash warning,"meek mill featuring future, roddy ricch and young thug",,,,,,,,,,0.0,False,False,False
pay you back,meek mill featuring 21 savage,4125702.0,https://genius.com/Meek-mill-pay-you-back-lyrics,/Meek-mill-pay-you-back-lyrics,Pay You Back by Meek Mill (Ft. 21 Savage),Meek Mill,92439.0,,11.0,complete,0.6875,False,False,False
foot fungus,ski mask the slump god,4028318.0,https://genius.com/Ski-mask-the-slump-god-foot-fungus-lyrics,/Ski-mask-the-slump-god-foot-fungus-lyrics,Foot Fungus by Ski Mask the Slump God,Ski Mask the Slump God,548441.0,,23.0,complete,1.0,False,False,False
crush a lot,lil baby,4087089.0,https://genius.com/Lil-baby-crush-a-lot-lyrics,/Lil-baby-crush-a-lot-lyrics,Crush a Lot by Lil Baby,Lil Baby,120696.0,,4.0,complete,1.0,False,False,False
oodles o' noodles babies,meek mill,4109063.0,https://genius.com/Meek-mill-oodles-o-noodles-babies-lyrics,/Meek-mill-oodles-o-noodles-babies-lyrics,Oodles O' Noodles Babies by Meek Mill,Meek Mill,105556.0,,8.0,complete,1.0,False,False,False
stoopid,6ix9ine featuring bobby shmurda,6153587.0,https://genius.com/8-bit-arcade-stoopid-8-bit-6ix9ine-feat-bobby-shmurda-emulation-lyrics,/8-bit-arcade-stoopid-8-bit-6ix9ine-feat-bobby-shmurda-emulation-lyrics,Stoopid (8-Bit 6ix9ine feat. Bobby Shmurda Emulation) by 8-Bit Arcade,8-Bit Arcade,,,0.0,complete,0.6666666666666666,False,False,False
global,lil baby,4124545.0,https://genius.com/Lil-baby-global-lyrics,/Lil-baby-global-lyrics,Global by Lil Baby,Lil Baby,156470.0,,16.0,complete,1.0,False,False,False
word on the street,lil baby,4087092.0,https://genius.com/Lil-baby-word-on-the-street-lyrics,/Lil-baby-word-on-the-street-lyrics,Word on the Street by Lil Baby,Lil Baby,111904.0,,6.0,complete,1.0,False,False,False
in my feelings,drake,3807759.0,https://genius.com/Drake-in-my-feelings-lyrics,/Drake-in-my-feelings-lyrics,In My Feelings by Drake,Drake,7840103.0,,14.0,complete,1.0,False,False,False
lose it,kane brown,3769529.0,https://genius.com/Kane-brown-lose-it-lyrics,/Kane-brown-lose-it-lyrics,Lose It by Kane Brown,Kane Brown,46273.0,,0.0,complete,1.0,False,False,False
yes indeed,lil baby and drake,3702977.0,https://genius.com/Lil-baby-and-drake-yes-indeed-lyrics,/Lil-baby-and-drake-yes-indeed-lyrics,Yes Indeed by Lil Baby & Drake,Lil Baby,2717549.0,,30.0,complete,0.7916666666666666,False,False,False
nonstop,drake,3807730.0,https://genius.com/Drake-nonstop-lyrics,/Drake-nonstop-lyrics,Nonstop by Drake,Drake,2300084.0,,30.0,complete,1.0,False,False,False
boo'd up,ella mai,2998098.0,https://genius.com/Ella-mai-bood-up-lyrics,/Ella-mai-bood-up-lyrics,Boo'd Up by Ella Mai,Ella Mai,898553.0,,10.0,complete,0.9696969696969697,False,False,False
topanga,trippie redd,3959932.0,https://genius.com/Trippie-redd-topanga-lyrics,/Trippie-redd-topanga-lyrics,Topanga by Trippie Redd,Trippie Redd,621473.0,,14.0,complete,1.0,False,False,False
come out and play,billie eilish,4105029.0,https://genius.com/Billie-eilish-come-out-and-play-lyrics,/Billie-eilish-come-out-and-play-lyrics,come out and play by Billie Eilish,Billie Eilish,648628.0,,8.0,complete,1.0,False,False,False
10 freaky girls,metro boomin featuring 21 savage,4061277.0,https://genius.com/Metro-boomin-10-freaky-girls-lyrics,/Metro-boomin-10-freaky-girls-lyrics,10 Freaky Girls by Metro Boomin (Ft. 21 Savage),Metro Boomin,916510.0,,20.0,complete,0.7368421052631579,False,False,False
1400 999 freestyle,trippie redd featuring juice wrld,4055977.0,https://genius.com/Trippie-redd-1400-999-freestyle-lyrics,/Trippie-redd-1400-999-freestyle-lyrics,1400 / 999 Freestyle by Trippie Redd (Ft. Juice WRLD),Trippie Redd,655065.0,,17.0,complete,0.7469879518072289,False,False,False
i'm a mess,bebe rexha,3240731.0,https://genius.com/Bebe-rexha-im-a-mess-lyrics,/Bebe-rexha-im-a-mess-lyrics,I'm a Mess by Bebe Rexha,Bebe Rexha,658422.0,,9.0,complete,0.975609756097561,False,False,False
hangin' on,chris young,3245148.0,https://genius.com/Chris-young-hangin-on-lyrics,/Chris-young-hangin-on-lyrics,Hangin' On by Chris Young,Chris Young,65045.0,,1.0,complete,1.0,False,False,False
never recover,lil baby and gunna featuring drake,3995556.0,https://genius.com/Lil-baby-gunna-and-drake-never-recover-lyrics,/Lil-baby-gunna-and-drake-never-recover-lyrics,"Never Recover by Lil Baby, Gunna & Drake",Lil Baby,652449.0,,29.0,complete,0.6285714285714286,False,False,False
bebe,6ix9ine featuring anuel aa,,,,,,,,,,0.0,False,False,False
rich,maren morris,2472628.0,https://genius.com/Maren-morris-rich-lyrics,/Maren-morris-rich-lyrics,Rich by Maren Morris,Maren Morris,187428.0,,5.0,complete,1.0,False,False,False
best part,daniel caesar featuring h.e.r.,,,,,,,,,,0.0,False,False,False
don't come out the house,metro boomin featuring 21 savage,4061272.0,https://genius.com/Metro-boomin-dont-come-out-the-house-lyrics,/Metro-boomin-dont-come-out-the-house-lyrics,Don't Come Out the House by Metro Boomin (Ft. 21 Savage),Metro Boomin,497767.0,,17.0,complete,0.7741935483870968,False,False,False
i love it,kanye west and lil pump,,,,,,,,,,0.0,False,False,False
falling down,lil peep and xxxtentacion,,,,,,,,,,0.0,False,False,False
noticed,lil mosey,3854084.0,https://genius.com/Lil-mosey-noticed-lyrics,/Lil-mosey-noticed-lyrics,Noticed by Lil Mosey,Lil Mosey,1053748.0,,22.0,complete,1.0,False,False,False
i like me better,lauv,3092121.0,https://genius.com/Lauv-i-like-me-better-lyrics,/Lauv-i-like-me-better-lyrics,I Like Me Better by Lauv,Lauv,906602.0,,15.0,complete,1.0,False,True,False
psycho,post malone featuring ty dolla $ign,,,,,,,,,,0.0,False,False,False
sad,xxxtentacion,3430186.0,https://genius.com/Xxxtentacion-sad-lyrics,/Xxxtentacion-sad-lyrics,SAD! by XXXTENTACION,XXXTENTACION,8270243.0,,8.0,complete,1.0,False,False,False
bohemian rhapsody,queen,1063.0,https://genius.com/Queen-bohemian-rhapsody-lyrics,/Queen-bohemian-rhapsody-lyrics,Bohemian Rhapsody by Queen,Queen,10759303.0,,33.0,complete,1.0,False,True,False
take one,kodak black,4094219.0,https://genius.com/Kodak-black-take-one-lyrics,/Kodak-black-take-one-lyrics,Take One by Kodak Black,Kodak Black,98497.0,,3.0,complete,1.0,False,False,False
w o r k i n m e,quavo,,,,,,,,,,0.0,False,False,False
mona lisa,lil wayne featuring kendrick lamar,3075914.0,https://genius.com/Lil-wayne-mona-lisa-lyrics,/Lil-wayne-mona-lisa-lyrics,Mona Lisa by Lil Wayne (Ft. Kendrick Lamar),Lil Wayne,2693842.0,,33.0,complete,0.6031746031746031,False,False,False
desperate man,eric church,3833955.0,https://genius.com/Eric-church-desperate-man-lyrics,/Eric-church-desperate-man-lyrics,Desperate Man by Eric Church,Eric Church,20082.0,,1.0,complete,1.0,False,True,False
burn the house down,ajr,3586404.0,https://genius.com/Ajr-burn-the-house-down-lyrics,/Ajr-burn-the-house-down-lyrics,Burn the House Down by AJR,AJR,200836.0,,22.0,complete,1.0,False,False,False
big bank,"yg featuring 2 chainz, big sean and nicki minaj",,,,,,,,,,0.0,False,False,False
love scars 3,trippie redd,3896368.0,https://genius.com/Trippie-redd-love-scars-3-lyrics,/Trippie-redd-love-scars-3-lyrics,Love Scars 3 by Trippie Redd,Trippie Redd,259844.0,,2.0,complete,1.0,False,False,False
negative energy,trippie redd featuring kodie shane,3972657.0,https://genius.com/Trippie-redd-negative-energy-lyrics,/Trippie-redd-negative-energy-lyrics,Negative Energy by Trippie Redd (Ft. Kodie Shane),Trippie Redd,181204.0,,12.0,complete,0.717948717948718,False,False,False
toxic waste,trippie redd,3965774.0,https://genius.com/Trippie-redd-toxic-waste-lyrics,/Trippie-redd-toxic-waste-lyrics,Toxic Waste by Trippie Redd,Trippie Redd,113375.0,,3.0,complete,1.0,False,True,False
drew barrymore,bryce vine,3227824.0,https://genius.com/Bryce-vine-drew-barrymore-lyrics,/Bryce-vine-drew-barrymore-lyrics,Drew Barrymore by Bryce Vine,Bryce Vine,439417.0,,25.0,complete,1.0,False,False,False
jackie chan,tiesto and dzeko featuring preme and post malone,,,,,,,,,,0.0,False,False,False
back to you,selena gomez,3684536.0,https://genius.com/Selena-gomez-back-to-you-lyrics,/Selena-gomez-back-to-you-lyrics,Back To You by Selena Gomez,Selena Gomez,1453792.0,,6.0,complete,1.0,False,False,False
delicate,taylor swift,3283025.0,https://genius.com/Taylor-swift-delicate-lyrics,/Taylor-swift-delicate-lyrics,Delicate by Taylor Swift,Taylor Swift,1497686.0,,16.0,complete,1.0,False,True,False
overdue,metro boomin featuring travis scott,,,,,,,,,,0.0,False,False,False
last memory,takeoff,4044690.0,https://genius.com/Takeoff-last-memory-lyrics,/Takeoff-last-memory-lyrics,Last Memory by Takeoff,Takeoff,205626.0,,14.0,complete,1.0,False,False,False
dreamcatcher,metro boomin featuring swae lee and travis scott,,,,,,,,,,0.0,False,False,False
no more,"metro boomin featuring travis scott, kodak black and 21 savage",,,,,,,,,,0.0,False,False,False
promises,calvin harris and sam smith,,,,,,,,,,0.0,False,False,False
no brainer,"dj khaled featuring justin bieber, chance the rapper and quavo",6136350.0,https://genius.com/8-bit-arcade-no-brainer-8-bit-dj-khaled-justin-bieber-chance-the-rapper-and-quavo-emulation-lyrics,/8-bit-arcade-no-brainer-8-bit-dj-khaled-justin-bieber-chance-the-rapper-and-quavo-emulation-lyrics,"No Brainer ((8-Bit Dj Khaled, Justin Bieber, Chance The Rapper & Quavo Emulation)) by 8-Bit Arcade",8-Bit Arcade,,,0.0,complete,0.7295597484276729,False,False,False
hotel key,old dominion,3148348.0,https://genius.com/Old-dominion-hotel-key-lyrics,/Old-dominion-hotel-key-lyrics,Hotel Key by Old Dominion,Old Dominion,32392.0,,1.0,complete,1.0,False,True,False
killshot,eminem,3958196.0,https://genius.com/Eminem-killshot-lyrics,/Eminem-killshot-lyrics,Killshot by Eminem,Eminem,7489766.0,,59.0,complete,1.0,False,False,False
casper,takeoff,4061384.0,https://genius.com/Takeoff-casper-lyrics,/Takeoff-casper-lyrics,Casper by Takeoff,Takeoff,289181.0,,20.0,complete,1.0,False,False,False
