date,rank,song,artist,last-week,peak-rank,weeks-on-board
2020-12-26,56,Holiday,Lil Nas X,48.0,37,5
2020-12-26,57,Evermore,Taylor Swift Featuring Bon Iver,0.0,57,1
2020-12-26,58,Take Me Home For Christmas,Dan + Shay,88.0,58,2
2020-12-26,59,Better Together,Luke Combs,54.0,30,11
2020-12-26,60,On Me,Lil Baby,30.0,30,2
2020-12-26,61,Ivy,Taylor Swift,0.0,61,1
2020-12-26,62,Monster,Shawn Mendes & Justin Bieber,38.0,8,4
2020-12-26,63,Coney Island,Taylor Swift Featuring The National,0.0,63,1
2020-12-26,64,Another Day,Kid Cudi,0.0,64,1
2020-12-26,65,Hawai,Maluma & The Weeknd,55.0,12,17
2020-12-26,66,Diamonds,Sam Smith,53.0,40,13
2020-12-26,67,Dorothea,Taylor Swift,0.0,67,1
2020-12-26,68,Long Story Short,Taylor Swift,0.0,68,1
2020-12-26,69,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,36.0,28,9
2020-12-26,70,I Should Probably Go To Bed,Dan + Shay,60.0,42,20
2020-12-26,71,Cowboy Like Me,Taylor Swift,0.0,71,1
2020-12-26,72,Starting Over,Chris Stapleton,58.0,25,16
2020-12-26,73,"Big, Big Plans",Chris Lane,52.0,42,11
2020-12-26,74,Way Out,Jack Harlow Featuring Big Sean,0.0,74,1
2020-12-26,75,Marjorie,Taylor Swift,0.0,75,1
2020-12-26,76,B.S.,Jhene Aiko Featuring H.E.R.,62.0,24,20
2020-12-26,77,Tyler Herro,Jack Harlow,77.0,34,8
2020-12-26,78,Mr. Solo Dolo III,Kid Cudi,0.0,78,1
2020-12-26,79,You Broke Me First.,Tate McRae,64.0,50,17
2020-12-26,80,Dive,Kid Cudi,0.0,80,1
2020-12-26,81,Without You,The Kid LAROI,63.0,63,2
2020-12-26,82,Closure,Taylor Swift,0.0,82,1
2020-12-26,83,Love You Like I Used To,Russell Dickerson,61.0,31,15
2020-12-26,84,Hallelujah,Carrie Underwood & John Legend,96.0,84,2
2020-12-26,85,Heaven On Earth,Kid Cudi,0.0,85,1
2020-12-26,86,My Ex's Best Friend,Machine Gun Kelly X blackbear,67.0,28,18
2020-12-26,87,Rockin' Around The Christmas Tree,Justin Bieber,71.0,71,3
2020-12-26,88,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,65.0,10,11
2020-12-26,89,Reminds Me Of You,The Kid LAROI & Juice WRLD,0.0,89,1
2020-12-26,90,Sad People,Kid Cudi,0.0,90,1
2020-12-26,91,Damaged,Kid Cudi,0.0,91,1
2020-12-26,92,Forever After All,Luke Combs,66.0,2,8
2020-12-26,93,Ain't Always The Cowboy,Jon Pardi,56.0,55,16
2020-12-26,94,Prisoner,Miley Cyrus Featuring Dua Lipa,68.0,54,4
2020-12-26,95,Cry Baby,Megan Thee Stallion Featuring DaBaby,0.0,71,2
2020-12-26,96,Good Time,Niko Moon,79.0,71,11
2020-12-26,97,Throat Baby (Go Baby),BRS Kash,81.0,69,9
2020-12-26,98,Errbody,Lil Baby,41.0,41,2
2020-12-26,99,Favorite Time Of Year,Carrie Underwood,80.0,80,3
2020-12-26,100,Beautiful Trip,Kid Cudi,0.0,100,1
2020-12-19,1,All I Want For Christmas Is You,Mariah Carey,2.0,1,41
2020-12-19,2,Mood,24kGoldn Featuring iann dior,1.0,1,18
2020-12-19,3,Rockin' Around The Christmas Tree,Brenda Lee,4.0,2,36
2020-12-19,4,Positions,Ariana Grande,3.0,1,7
2020-12-19,5,Jingle Bell Rock,Bobby Helms,9.0,3,33
2020-12-19,6,It's The Most Wonderful Time Of The Year,Andy Williams,12.0,6,18
2020-12-19,7,Blinding Lights,The Weeknd,11.0,1,54
2020-12-19,8,Laugh Now Cry Later,Drake Featuring Lil Durk,6.0,2,17
2020-12-19,9,Holy,Justin Bieber Featuring Chance The Rapper,7.0,3,12
2020-12-19,10,Feliz Navidad,Jose Feliciano,16.0,10,12
2020-12-19,11,Last Christmas,Wham!,21.0,11,17
2020-12-19,12,I Hope,Gabby Barrett Featuring Charlie Puth,8.0,3,50
2020-12-19,13,Go Crazy,Chris Brown & Young Thug,15.0,9,31
2020-12-19,14,A Holly Jolly Christmas,Burl Ives,24.0,4,17
2020-12-19,15,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,22.0,15,11
2020-12-19,16,The Christmas Song (Merry Christmas To You),Nat King Cole,18.0,11,24
2020-12-19,17,Dakiti,Bad Bunny & Jhay Cortez,5.0,5,6
2020-12-19,18,Body,Megan Thee Stallion,14.0,12,3
2020-12-19,19,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,13.0,6,17
2020-12-19,20,Sleigh Ride,The Ronettes,23.0,20,9
2020-12-19,21,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,17.0,6,23
2020-12-19,22,Kings & Queens,Ava Max,19.0,13,18
2020-12-19,23,Therefore I Am,Billie Eilish,20.0,2,5
2020-12-19,24,Dynamite,BTS,10.0,1,16
2020-12-19,25,Underneath The Tree,Kelly Clarkson,30.0,25,7
2020-12-19,26,34+35,Ariana Grande,25.0,8,6
2020-12-19,27,Levitating,Dua Lipa Featuring DaBaby,26.0,20,10
2020-12-19,28,Bang!,AJR,27.0,24,23
2020-12-19,29,Happy Holiday / The Holiday Season,Andy Williams,34.0,24,6
2020-12-19,30,On Me,Lil Baby,0.0,30,1
2020-12-19,31,Christmas (Baby Please Come Home),Darlene Love,41.0,29,5
2020-12-19,32,White Christmas,Bing Crosby,37.0,12,18
2020-12-19,33,It's Beginning To Look A Lot Like Christmas,Michael Buble,39.0,33,3
2020-12-19,34,Rudolph The Red-Nosed Reindeer,Gene Autry,40.0,16,10
2020-12-19,35,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,45.0,28,6
2020-12-19,36,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,36.0,28,8
2020-12-19,37,(There's No Place Like) Home For The Holidays,Perry Como,47.0,32,5
2020-12-19,38,Monster,Shawn Mendes & Justin Bieber,38.0,8,3
2020-12-19,39,Santa Tell Me,Ariana Grande,0.0,39,6
2020-12-19,40,Run Rudolph Run,Chuck Berry,0.0,36,6
2020-12-19,41,Errbody,Lil Baby,0.0,41,1
2020-12-19,42,Rockstar,DaBaby Featuring Roddy Ricch,35.0,1,34
2020-12-19,43,WAP,Cardi B Featuring Megan Thee Stallion,33.0,1,18
2020-12-19,44,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,29.0,1,26
2020-12-19,45,Wonderful Christmastime,Paul McCartney,0.0,45,2
2020-12-19,46,What You Know Bout Love,Pop Smoke,52.0,25,14
2020-12-19,47,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",48.0,2,44
2020-12-19,48,Holiday,Lil Nas X,51.0,37,4
2020-12-19,49,More Than My Hometown,Morgan Wallen,32.0,15,26
2020-12-19,50,Lonely,Justin Bieber & benny blanco,46.0,14,8
2020-12-19,51,Whoopty,CJ,69.0,51,5
2020-12-19,52,"Big, Big Plans",Chris Lane,56.0,42,10
2020-12-19,53,Diamonds,Sam Smith,58.0,40,12
2020-12-19,54,Better Together,Luke Combs,55.0,30,10
2020-12-19,55,Hawai,Maluma & The Weeknd,54.0,12,16
2020-12-19,56,Ain't Always The Cowboy,Jon Pardi,63.0,55,15
2020-12-19,57,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,49.0,36,20
2020-12-19,58,Starting Over,Chris Stapleton,62.0,25,15
2020-12-19,59,Under The Mistletoe,Kelly Clarkson & Brett Eldredge,75.0,59,2
2020-12-19,60,I Should Probably Go To Bed,Dan + Shay,66.0,42,19
2020-12-19,61,Love You Like I Used To,Russell Dickerson,61.0,31,14
2020-12-19,62,B.S.,Jhene Aiko Featuring H.E.R.,71.0,24,19
2020-12-19,63,Without You,The Kid LAROI,0.0,63,1
2020-12-19,64,You Broke Me First.,Tate McRae,67.0,50,16
2020-12-19,65,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,70.0,10,10
2020-12-19,66,Forever After All,Luke Combs,68.0,2,7
2020-12-19,67,My Ex's Best Friend,Machine Gun Kelly X blackbear,73.0,28,17
2020-12-19,68,Prisoner,Miley Cyrus Featuring Dua Lipa,59.0,54,3
2020-12-19,69,7 Summers,Morgan Wallen,76.0,6,17
2020-12-19,70,Wonder,Shawn Mendes,77.0,18,10
2020-12-19,71,Rockin' Around The Christmas Tree,Justin Bieber,83.0,71,2
2020-12-19,72,Real Shit,Juice WRLD x benny blanco,0.0,72,1
2020-12-19,73,Midnight Sky,Miley Cyrus,57.0,14,17
2020-12-19,74,La Noche de Anoche,Bad Bunny & Rosalia,53.0,53,2
2020-12-19,75,Dicked Down In Dallas,Trey Lewis,65.0,65,2
2020-12-19,76,Oh Santa!,Mariah Carey Featuring Ariana Grande & Jennifer Hudson,0.0,76,1
2020-12-19,77,Tyler Herro,Jack Harlow,91.0,34,7
2020-12-19,78,Champagne Night,Lady A,82.0,75,8
2020-12-19,79,Good Time,Niko Moon,93.0,71,10
2020-12-19,80,Favorite Time Of Year,Carrie Underwood,95.0,80,2
2020-12-19,81,Throat Baby (Go Baby),BRS Kash,85.0,69,8
2020-12-19,82,Hit Different,SZA Featuring Ty Dolla $ign,90.0,29,14
2020-12-19,83,Golden,Harry Styles,92.0,74,8
2020-12-19,84,Took Her To The O,King Von,88.0,47,5
2020-12-19,85,pov,Ariana Grande,80.0,40,6
2020-12-19,86,Don't Stop,Megan Thee Stallion Featuring Young Thug,89.0,30,10
2020-12-19,87,Hole In The Bottle,Kelsea Ballerini,98.0,72,9
2020-12-19,88,Take Me Home For Christmas,Dan + Shay,0.0,88,1
2020-12-19,89,Bichota,Karol G,100.0,89,3
2020-12-19,90,So Done,The Kid LAROI,99.0,59,7
2020-12-19,91,Back To The Streets,Saweetie Featuring Jhene Aiko,96.0,76,4
2020-12-19,92,Somebody's Problem,Morgan Wallen,84.0,25,3
2020-12-19,93,Life Goes On,BTS,28.0,1,3
2020-12-19,94,Martin & Gina,Polo G,97.0,61,19
2020-12-19,95,Heather,Conan Gray,0.0,46,15
2020-12-19,96,Hallelujah,Carrie Underwood & John Legend,0.0,96,1
2020-12-19,97,Practice,DaBaby,0.0,86,5
2020-12-19,98,Put Your Records On,Ritt Momney,0.0,79,9
2020-12-19,99,Te Mudaste,Bad Bunny,60.0,60,2
2020-12-19,100,Silent Night,Carrie Underwood,0.0,100,1
2020-12-12,1,Mood,24kGoldn Featuring iann dior,2.0,1,17
2020-12-12,2,All I Want For Christmas Is You,Mariah Carey,14.0,1,40
2020-12-12,3,Positions,Ariana Grande,4.0,1,6
2020-12-12,4,Rockin' Around The Christmas Tree,Brenda Lee,21.0,2,35
2020-12-12,5,Dakiti,Bad Bunny & Jhay Cortez,15.0,5,5
2020-12-12,6,Laugh Now Cry Later,Drake Featuring Lil Durk,7.0,2,16
2020-12-12,7,Holy,Justin Bieber Featuring Chance The Rapper,6.0,3,11
2020-12-12,8,I Hope,Gabby Barrett Featuring Charlie Puth,5.0,3,49
2020-12-12,9,Jingle Bell Rock,Bobby Helms,31.0,3,32
2020-12-12,10,Dynamite,BTS,3.0,1,15
2020-12-12,11,Blinding Lights,The Weeknd,9.0,1,53
2020-12-12,12,It's The Most Wonderful Time Of The Year,Andy Williams,37.0,7,17
2020-12-12,13,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,10.0,6,16
2020-12-12,14,Body,Megan Thee Stallion,12.0,12,2
2020-12-12,15,Go Crazy,Chris Brown & Young Thug,17.0,9,30
2020-12-12,16,Feliz Navidad,Jose Feliciano,45.0,12,11
2020-12-12,17,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,16.0,6,22
2020-12-12,18,The Christmas Song (Merry Christmas To You),Nat King Cole,48.0,11,23
2020-12-12,19,Kings & Queens,Ava Max,18.0,13,17
2020-12-12,20,Therefore I Am,Billie Eilish,11.0,2,4
2020-12-12,21,Last Christmas,Wham!,42.0,11,16
2020-12-12,22,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,49.0,15,10
2020-12-12,23,Sleigh Ride,The Ronettes,0.0,21,8
2020-12-12,24,A Holly Jolly Christmas,Burl Ives,0.0,4,16
2020-12-12,25,34+35,Ariana Grande,30.0,8,5
2020-12-12,26,Levitating,Dua Lipa Featuring DaBaby,24.0,20,9
2020-12-12,27,Bang!,AJR,29.0,24,22
2020-12-12,28,Life Goes On,BTS,1.0,1,2
2020-12-12,29,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,19.0,1,25
2020-12-12,30,Underneath The Tree,Kelly Clarkson,0.0,30,6
2020-12-12,31,Be Like That,Kane Brown With Swae Lee & Khalid,27.0,19,21
2020-12-12,32,More Than My Hometown,Morgan Wallen,20.0,15,25
2020-12-12,33,WAP,Cardi B Featuring Megan Thee Stallion,23.0,1,17
2020-12-12,34,Happy Holiday / The Holiday Season,Andy Williams,0.0,24,5
2020-12-12,35,Rockstar,DaBaby Featuring Roddy Ricch,26.0,1,33
2020-12-12,36,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,0.0,28,7
2020-12-12,37,White Christmas,Bing Crosby,0.0,12,17
2020-12-12,38,Monster,Shawn Mendes & Justin Bieber,8.0,8,2
2020-12-12,39,It's Beginning To Look A Lot Like Christmas,Michael Buble,0.0,39,2
2020-12-12,40,Rudolph The Red-Nosed Reindeer,Gene Autry,0.0,16,9
2020-12-12,41,Christmas (Baby Please Come Home),Darlene Love,0.0,29,4
2020-12-12,42,Before You Go,Lewis Capaldi,28.0,9,44
2020-12-12,43,ily,Surf Mesa Featuring Emilee,33.0,23,28
2020-12-12,44,Said Sum,Moneybagg Yo,34.0,17,22
2020-12-12,45,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,0.0,28,5
2020-12-12,46,Lonely,Justin Bieber & benny blanco,32.0,14,7
2020-12-12,47,(There's No Place Like) Home For The Holidays,Perry Como,0.0,32,4
2020-12-12,48,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",39.0,2,43
2020-12-12,49,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,44.0,36,19
2020-12-12,50,Watermelon Sugar,Harry Styles,36.0,1,37
2020-12-12,51,Holiday,Lil Nas X,55.0,37,3
2020-12-12,52,What You Know Bout Love,Pop Smoke,41.0,25,13
2020-12-12,53,La Noche de Anoche,Bad Bunny & Rosalia,0.0,53,1
2020-12-12,54,Hawai,Maluma & The Weeknd,35.0,12,15
2020-12-12,55,Better Together,Luke Combs,47.0,30,9
2020-12-12,56,"Big, Big Plans",Chris Lane,51.0,42,9
2020-12-12,57,Midnight Sky,Miley Cyrus,75.0,14,16
2020-12-12,58,Diamonds,Sam Smith,56.0,40,11
2020-12-12,59,Prisoner,Miley Cyrus Featuring Dua Lipa,54.0,54,2
2020-12-12,60,Te Mudaste,Bad Bunny,0.0,60,1
2020-12-12,61,Love You Like I Used To,Russell Dickerson,50.0,31,13
2020-12-12,62,Starting Over,Chris Stapleton,52.0,25,14
2020-12-12,63,Ain't Always The Cowboy,Jon Pardi,61.0,55,14
2020-12-12,64,Yo Visto Asi,Bad Bunny,0.0,64,1
2020-12-12,65,Dicked Down In Dallas,Trey Lewis,0.0,65,1
2020-12-12,66,I Should Probably Go To Bed,Dan + Shay,58.0,42,18
2020-12-12,67,You Broke Me First.,Tate McRae,63.0,50,15
2020-12-12,68,Forever After All,Luke Combs,53.0,2,6
2020-12-12,69,Whoopty,CJ,66.0,66,4
2020-12-12,70,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,65.0,10,9
2020-12-12,71,B.S.,Jhene Aiko Featuring H.E.R.,68.0,24,18
2020-12-12,72,Haciendo Que Me Amas,Bad Bunny,0.0,72,1
2020-12-12,73,My Ex's Best Friend,Machine Gun Kelly X blackbear,67.0,28,16
2020-12-12,74,Te Deseo Lo Mejor,Bad Bunny,0.0,74,1
2020-12-12,75,Under The Mistletoe,Kelly Clarkson & Brett Eldredge,0.0,75,1
2020-12-12,76,7 Summers,Morgan Wallen,59.0,6,16
2020-12-12,77,Wonder,Shawn Mendes,57.0,18,9
2020-12-12,78,Booker T,Bad Bunny,0.0,78,1
2020-12-12,79,El Mundo Es Mio,Bad Bunny,0.0,79,1
2020-12-12,80,pov,Ariana Grande,64.0,40,5
2020-12-12,81,Hoy Cobre,Bad Bunny,0.0,81,1
2020-12-12,82,Champagne Night,Lady A,76.0,75,7
2020-12-12,83,Rockin' Around The Christmas Tree,Justin Bieber,0.0,83,1
2020-12-12,84,Somebody's Problem,Morgan Wallen,25.0,25,2
2020-12-12,85,Throat Baby (Go Baby),BRS Kash,74.0,69,7
2020-12-12,86,Still Goin Down,Morgan Wallen,46.0,46,2
2020-12-12,87,Maldita Pobreza,Bad Bunny,0.0,87,1
2020-12-12,88,Took Her To The O,King Von,73.0,47,4
2020-12-12,89,Don't Stop,Megan Thee Stallion Featuring Young Thug,62.0,30,9
2020-12-12,90,Hit Different,SZA Featuring Ty Dolla $ign,84.0,29,13
2020-12-12,91,Tyler Herro,Jack Harlow,77.0,34,6
2020-12-12,92,Golden,Harry Styles,81.0,74,7
2020-12-12,93,Good Time,Niko Moon,79.0,71,9
2020-12-12,94,La Droga,Bad Bunny,0.0,94,1
2020-12-12,95,Favorite Time Of Year,Carrie Underwood,0.0,95,1
2020-12-12,96,Back To The Streets,Saweetie Featuring Jhene Aiko,85.0,76,3
2020-12-12,97,Martin & Gina,Polo G,89.0,61,18
2020-12-12,98,Hole In The Bottle,Kelsea Ballerini,87.0,72,8
2020-12-12,99,So Done,The Kid LAROI,100.0,59,6
2020-12-12,100,Bichota,Karol G,97.0,97,2
2020-12-05,1,Life Goes On,BTS,0.0,1,1
2020-12-05,2,Mood,24kGoldn Featuring iann dior,1.0,1,16
2020-12-05,3,Dynamite,BTS,14.0,1,14
2020-12-05,4,Positions,Ariana Grande,3.0,1,5
2020-12-05,5,I Hope,Gabby Barrett Featuring Charlie Puth,4.0,3,48
2020-12-05,6,Holy,Justin Bieber Featuring Chance The Rapper,6.0,3,10
2020-12-05,7,Laugh Now Cry Later,Drake Featuring Lil Durk,5.0,2,15
2020-12-05,8,Monster,Shawn Mendes & Justin Bieber,0.0,8,1
2020-12-05,9,Blinding Lights,The Weeknd,7.0,1,52
2020-12-05,10,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,8.0,6,15
2020-12-05,11,Therefore I Am,Billie Eilish,2.0,2,3
2020-12-05,12,Body,Megan Thee Stallion,0.0,12,1
2020-12-05,13,Blue & Grey,BTS,0.0,13,1
2020-12-05,14,All I Want For Christmas Is You,Mariah Carey,29.0,1,39
2020-12-05,15,Dakiti,Bad Bunny & Jhay Cortez,9.0,8,4
2020-12-05,16,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,10.0,6,21
2020-12-05,17,Go Crazy,Chris Brown & Young Thug,12.0,9,29
2020-12-05,18,Kings & Queens,Ava Max,13.0,13,16
2020-12-05,19,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,11.0,1,24
2020-12-05,20,More Than My Hometown,Morgan Wallen,15.0,15,24
2020-12-05,21,Rockin' Around The Christmas Tree,Brenda Lee,43.0,2,34
2020-12-05,22,Stay,BTS,0.0,22,1
2020-12-05,23,WAP,Cardi B Featuring Megan Thee Stallion,16.0,1,16
2020-12-05,24,Levitating,Dua Lipa Featuring DaBaby,20.0,20,8
2020-12-05,25,Somebody's Problem,Morgan Wallen,0.0,25,1
2020-12-05,26,Rockstar,DaBaby Featuring Roddy Ricch,17.0,1,32
2020-12-05,27,Be Like That,Kane Brown With Swae Lee & Khalid,19.0,19,20
2020-12-05,28,Before You Go,Lewis Capaldi,18.0,9,43
2020-12-05,29,Bang!,AJR,24.0,24,21
2020-12-05,30,34+35,Ariana Grande,27.0,8,4
2020-12-05,31,Jingle Bell Rock,Bobby Helms,0.0,3,31
2020-12-05,32,Lonely,Justin Bieber & benny blanco,26.0,14,6
2020-12-05,33,ily,Surf Mesa Featuring Emilee,23.0,23,27
2020-12-05,34,Said Sum,Moneybagg Yo,28.0,17,21
2020-12-05,35,Hawai,Maluma & The Weeknd,22.0,12,14
2020-12-05,36,Watermelon Sugar,Harry Styles,21.0,1,36
2020-12-05,37,It's The Most Wonderful Time Of The Year,Andy Williams,0.0,7,16
2020-12-05,38,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,34.0,33,25
2020-12-05,39,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",30.0,2,42
2020-12-05,40,One Of Them Girls,Lee Brice,33.0,17,26
2020-12-05,41,What You Know Bout Love,Pop Smoke,32.0,25,12
2020-12-05,42,Last Christmas,Wham!,0.0,11,15
2020-12-05,43,Pretty Heart,Parker McCollum,36.0,36,20
2020-12-05,44,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,38.0,36,18
2020-12-05,45,Feliz Navidad,Jose Feliciano,0.0,12,10
2020-12-05,46,Still Goin Down,Morgan Wallen,0.0,46,1
2020-12-05,47,Better Together,Luke Combs,39.0,30,8
2020-12-05,48,The Christmas Song (Merry Christmas To You),Nat King Cole,0.0,11,22
2020-12-05,49,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,0.0,15,9
2020-12-05,50,Love You Like I Used To,Russell Dickerson,35.0,31,12
2020-12-05,51,"Big, Big Plans",Chris Lane,42.0,42,8
2020-12-05,52,Starting Over,Chris Stapleton,25.0,25,13
2020-12-05,53,Forever After All,Luke Combs,40.0,2,5
2020-12-05,54,Prisoner,Miley Cyrus Featuring Dua Lipa,0.0,54,1
2020-12-05,55,Holiday,Lil Nas X,37.0,37,2
2020-12-05,56,Diamonds,Sam Smith,48.0,40,10
2020-12-05,57,Wonder,Shawn Mendes,44.0,18,8
2020-12-05,58,I Should Probably Go To Bed,Dan + Shay,52.0,42,17
2020-12-05,59,7 Summers,Morgan Wallen,63.0,6,15
2020-12-05,60,Come & Go,Juice WRLD x Marshmello,47.0,2,20
2020-12-05,61,Ain't Always The Cowboy,Jon Pardi,55.0,55,13
2020-12-05,62,Don't Stop,Megan Thee Stallion Featuring Young Thug,70.0,30,8
2020-12-05,63,You Broke Me First.,Tate McRae,51.0,50,14
2020-12-05,64,pov,Ariana Grande,45.0,40,4
2020-12-05,65,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,56.0,10,8
2020-12-05,66,Whoopty,CJ,81.0,66,3
2020-12-05,67,My Ex's Best Friend,Machine Gun Kelly X blackbear,59.0,28,15
2020-12-05,68,B.S.,Jhene Aiko Featuring H.E.R.,62.0,24,17
2020-12-05,69,Fly To My Room,BTS,0.0,69,1
2020-12-05,70,Telepathy,BTS,0.0,70,1
2020-12-05,71,Cry Baby,Megan Thee Stallion Featuring DaBaby,0.0,71,1
2020-12-05,72,Dis-ease,BTS,0.0,72,1
2020-12-05,73,Took Her To The O,King Von,60.0,47,3
2020-12-05,74,Throat Baby (Go Baby),BRS Kash,69.0,69,6
2020-12-05,75,Midnight Sky,Miley Cyrus,65.0,14,15
2020-12-05,76,Champagne Night,Lady A,78.0,75,6
2020-12-05,77,Tyler Herro,Jack Harlow,66.0,34,5
2020-12-05,78,Franchise,Travis Scott Featuring Young Thug & M.I.A.,58.0,1,9
2020-12-05,79,Good Time,Niko Moon,71.0,71,8
2020-12-05,80,Girls In The Hood,Megan Thee Stallion,0.0,28,18
2020-12-05,81,Golden,Harry Styles,77.0,74,6
2020-12-05,82,Shots Fired,Megan Thee Stallion,0.0,82,1
2020-12-05,83,Livin' The Dream,Morgan Wallen,0.0,83,1
2020-12-05,84,Hit Different,SZA Featuring Ty Dolla $ign,76.0,29,12
2020-12-05,85,Back To The Streets,Saweetie Featuring Jhene Aiko,0.0,76,2
2020-12-05,86,Pain Away,Meek Mill Featuring Lil Durk,0.0,86,1
2020-12-05,87,Hole In The Bottle,Kelsea Ballerini,72.0,72,7
2020-12-05,88,U 2 Luv,Ne-Yo & Jeremih,73.0,66,8
2020-12-05,89,Martin & Gina,Polo G,80.0,61,17
2020-12-05,90,Drankin N Smokin,Future & Lil Uzi Vert,31.0,31,2
2020-12-05,91,Wishing Well,Juice WRLD,84.0,5,20
2020-12-05,92,Do It On The Tip,Megan Thee Stallion Featuring City Girls & Hot Girl Meg,0.0,92,1
2020-12-05,93,Some Girls,Jameson Rodgers,79.0,29,16
2020-12-05,94,Circles,Megan Thee Stallion,0.0,94,1
2020-12-05,95,Put Your Records On,Ritt Momney,87.0,79,8
2020-12-05,96,Popstar,DJ Khaled Featuring Drake,83.0,3,19
2020-12-05,97,Bichota,Karol G,0.0,97,1
2020-12-05,98,Happy Does,Kenny Chesney,90.0,85,6
2020-12-05,99,Cover Me Up,Morgan Wallen,0.0,99,1
2020-12-05,100,So Done,The Kid LAROI,75.0,59,5
2020-11-28,1,Mood,24kGoldn Featuring iann dior,1.0,1,15
2020-11-28,2,Therefore I Am,Billie Eilish,94.0,2,2
2020-11-28,3,Positions,Ariana Grande,2.0,1,4
2020-11-28,4,I Hope,Gabby Barrett Featuring Charlie Puth,3.0,3,47
2020-11-28,5,Laugh Now Cry Later,Drake Featuring Lil Durk,4.0,2,14
2020-11-28,6,Holy,Justin Bieber Featuring Chance The Rapper,7.0,3,9
2020-11-28,7,Blinding Lights,The Weeknd,5.0,1,51
2020-11-28,8,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,6.0,6,14
2020-11-28,9,Dakiti,Bad Bunny & Jhay Cortez,8.0,8,3
2020-11-28,10,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,10.0,6,20
2020-11-28,11,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,9.0,1,23
2020-11-28,12,Go Crazy,Chris Brown & Young Thug,13.0,9,28
2020-11-28,13,Kings & Queens,Ava Max,15.0,13,15
2020-11-28,14,Dynamite,BTS,17.0,1,13
2020-11-28,15,More Than My Hometown,Morgan Wallen,19.0,15,23
2020-11-28,16,WAP,Cardi B Featuring Megan Thee Stallion,11.0,1,15
2020-11-28,17,Rockstar,DaBaby Featuring Roddy Ricch,14.0,1,31
2020-11-28,18,Before You Go,Lewis Capaldi,16.0,9,42
2020-11-28,19,Be Like That,Kane Brown With Swae Lee & Khalid,20.0,19,19
2020-11-28,20,Levitating,Dua Lipa Featuring DaBaby,26.0,20,7
2020-11-28,21,Watermelon Sugar,Harry Styles,18.0,1,35
2020-11-28,22,Hawai,Maluma & The Weeknd,12.0,12,13
2020-11-28,23,ily,Surf Mesa Featuring Emilee,23.0,23,26
2020-11-28,24,Bang!,AJR,24.0,24,20
2020-11-28,25,Starting Over,Chris Stapleton,48.0,25,12
2020-11-28,26,Lonely,Justin Bieber & benny blanco,21.0,14,5
2020-11-28,27,34+35,Ariana Grande,30.0,8,3
2020-11-28,28,Said Sum,Moneybagg Yo,22.0,17,20
2020-11-28,29,All I Want For Christmas Is You,Mariah Carey,0.0,1,38
2020-11-28,30,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",25.0,2,41
2020-11-28,31,Drankin N Smokin,Future & Lil Uzi Vert,0.0,31,1
2020-11-28,32,What You Know Bout Love,Pop Smoke,28.0,25,11
2020-11-28,33,One Of Them Girls,Lee Brice,29.0,17,25
2020-11-28,34,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,33.0,33,24
2020-11-28,35,Love You Like I Used To,Russell Dickerson,31.0,31,11
2020-11-28,36,Pretty Heart,Parker McCollum,37.0,36,19
2020-11-28,37,Holiday,Lil Nas X,0.0,37,1
2020-11-28,38,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,36.0,36,17
