date,rank,song,artist,last-week,peak-rank,weeks-on-board,song_raw,artist_raw,paren_tag,version_type,song_base,artist_canon,artist_key,year,genius_id,genius_url,genius_path,genius_full_title,genius_primary_artist,genius_pageviews,genius_pyongs,genius_annotation_count,genius_lyrics_state,match_score,title_has_spanish_char,title_has_spanish_word,genius_has_spanish_translation_hint
2020-10-17,15,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,15.0,6,14,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,,none,for the night,pop smoke featuring lil baby and dababy,pop smoke featuring lil baby and dababy,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,16,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",13.0,2,35,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",,none,whats poppin,"jack harlow featuring dababy, tory lanez and lil wayne","jack harlow featuring dababy, tory lanez and lil wayne",2020,,,,,,,,,,0.0,False,False,False
2020-10-17,17,Go Crazy,Chris Brown & Young Thug,16.0,9,22,Go Crazy,Chris Brown & Young Thug,,none,go crazy,chris brown and young thug,chris brown and young thug,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,18,Wonder,Shawn Mendes,0.0,18,1,Wonder,Shawn Mendes,,none,wonder,shawn mendes,shawn mendes,2020,6001999.0,https://genius.com/Shawn-mendes-wonder-lyrics,/Shawn-mendes-wonder-lyrics,Wonder by Shawn Mendes,Shawn Mendes,633210.0,,4.0,complete,1.0,False,False,False
2020-10-17,19,Glock In My Lap,21 Savage & Metro Boomin,0.0,19,1,Glock In My Lap,21 Savage & Metro Boomin,,none,glock in my lap,21 savage and metro boomin,21 savage and metro boomin,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,20,One Of Them Girls,Lee Brice,18.0,18,19,One Of Them Girls,Lee Brice,,none,one of them girls,lee brice,lee brice,2020,5435870.0,https://genius.com/Lee-brice-one-of-them-girls-lyrics,/Lee-brice-one-of-them-girls-lyrics,One of Them Girls by Lee Brice,Lee Brice,32553.0,,1.0,complete,1.0,False,False,False
2020-10-17,21,Dreams,Fleetwood Mac,0.0,1,20,Dreams,Fleetwood Mac,,none,dreams,fleetwood mac,fleetwood mac,2020,294002.0,https://genius.com/Fleetwood-mac-dreams-lyrics,/Fleetwood-mac-dreams-lyrics,Dreams by Fleetwood Mac,Fleetwood Mac,1739396.0,,19.0,complete,1.0,False,False,False
2020-10-17,22,Circles,Post Malone,17.0,1,58,Circles,Post Malone,,none,circles,post malone,post malone,2020,4759464.0,https://genius.com/Post-malone-circles-lyrics,/Post-malone-circles-lyrics,Circles by Post Malone,Post Malone,2299554.0,,5.0,complete,1.0,False,False,False
2020-10-17,23,Got What I Got,Jason Aldean,19.0,19,19,Got What I Got,Jason Aldean,,none,got what i got,jason aldean,jason aldean,2020,4907581.0,https://genius.com/Jason-aldean-got-what-i-got-lyrics,/Jason-aldean-got-what-i-got-lyrics,Got What I Got by Jason Aldean,Jason Aldean,32232.0,,9.0,complete,1.0,False,False,False
2020-10-17,24,Come & Go,Juice WRLD x Marshmello,20.0,2,13,Come & Go,Juice WRLD x Marshmello,,none,come and go,juice wrld x marshmello,juice wrld x marshmello,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,25,Franchise,Travis Scott Featuring Young Thug & M.I.A.,1.0,1,2,Franchise,Travis Scott Featuring Young Thug & M.I.A.,,none,franchise,travis scott featuring young thug and m.i.a.,travis scott featuring young thug and m.i.a.,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,26,Rich N*gga Sh*t,21 Savage & Metro Boomin Featuring Young Thug,0.0,26,1,Rich N*gga Sh*t,21 Savage & Metro Boomin Featuring Young Thug,,none,rich n gga sh t,21 savage and metro boomin featuring young thug,21 savage and metro boomin featuring young thug,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,27,Be Like That,Kane Brown With Swae Lee & Khalid,23.0,22,13,Be Like That,Kane Brown With Swae Lee & Khalid,,none,be like that,kane brown with swae lee and khalid,kane brown with swae lee and khalid,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,28,Adore You,Harry Styles,24.0,6,44,Adore You,Harry Styles,,none,adore you,harry styles,harry styles,2020,5037350.0,https://genius.com/Harry-styles-adore-you-lyrics,/Harry-styles-adore-you-lyrics,Adore You by Harry Styles,Harry Styles,1620843.0,,4.0,complete,1.0,False,False,False
2020-10-17,29,Break My Heart,Dua Lipa,25.0,13,28,Break My Heart,Dua Lipa,,none,break my heart,dua lipa,dua lipa,2020,5122410.0,https://genius.com/Dua-lipa-break-my-heart-lyrics,/Dua-lipa-break-my-heart-lyrics,Break My Heart by Dua Lipa,Dua Lipa,791422.0,,5.0,complete,1.0,False,False,False
2020-10-17,30,Don't Stop,Megan Thee Stallion Featuring Young Thug,0.0,30,1,Don't Stop,Megan Thee Stallion Featuring Young Thug,,none,don't stop,megan thee stallion featuring young thug,megan thee stallion featuring young thug,2020,6005636.0,https://genius.com/Megan-thee-stallion-dont-stop-lyrics,/Megan-thee-stallion-dont-stop-lyrics,Don't Stop by Megan Thee Stallion (Ft. Young Thug),Megan Thee Stallion,330076.0,,13.0,complete,0.725,False,False,False
2020-10-17,31,Roses,SAINt JHN,22.0,4,29,Roses,SAINt JHN,,none,roses,saint jhn,saint jhn,2020,2833831.0,https://genius.com/Saint-jhn-roses-lyrics,/Saint-jhn-roses-lyrics,Roses by SAINt JHN,SAINt JHN,820469.0,,14.0,complete,1.0,False,False,False
2020-10-17,32,Slidin,21 Savage & Metro Boomin,0.0,32,1,Slidin,21 Savage & Metro Boomin,,none,slidin,21 savage and metro boomin,21 savage and metro boomin,2020,6017390.0,https://genius.com/21-savage-and-metro-boomin-slidin-lyrics,/21-savage-and-metro-boomin-slidin-lyrics,Slidin by 21 Savage & Metro Boomin,21 Savage,187020.0,,8.0,complete,0.6530612244897959,False,False,False
2020-10-17,33,Many Men,21 Savage & Metro Boomin,0.0,33,1,Many Men,21 Savage & Metro Boomin,,none,many men,21 savage and metro boomin,21 savage and metro boomin,2020,6017368.0,https://genius.com/21-savage-and-metro-boomin-many-men-lyrics,/21-savage-and-metro-boomin-many-men-lyrics,Many Men by 21 Savage & Metro Boomin,21 Savage,247418.0,,8.0,complete,0.6792452830188679,False,False,False
2020-10-17,34,Popstar,DJ Khaled Featuring Drake,21.0,3,12,Popstar,DJ Khaled Featuring Drake,,none,popstar,dj khaled featuring drake,dj khaled featuring drake,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,35,Bang!,AJR,32.0,32,14,Bang!,AJR,,none,bang,ajr,ajr,2020,5226348.0,https://genius.com/Ajr-bang-lyrics,/Ajr-bang-lyrics,Bang! by AJR,AJR,605150.0,,15.0,complete,1.0,False,False,False
2020-10-17,36,Mood Swings,Pop Smoke Featuring Lil Tjay,27.0,17,14,Mood Swings,Pop Smoke Featuring Lil Tjay,,none,mood swings,pop smoke featuring lil tjay,pop smoke featuring lil tjay,2020,5657205.0,https://genius.com/Pop-smoke-mood-swings-lyrics,/Pop-smoke-mood-swings-lyrics,Mood Swings by Pop Smoke (Ft. Lil Tjay),Pop Smoke,1360017.0,,16.0,complete,0.6885245901639344,False,False,False
2020-10-17,37,Fallin',Why Don't We,0.0,37,1,Fallin',Why Don't We,,none,fallin',why don't we,why don't we,2020,5971975.0,https://genius.com/Why-dont-we-fallin-adrenaline-lyrics,/Why-dont-we-fallin-adrenaline-lyrics,Fallin’ (Adrenaline) by Why Don't We,Why Don’t We,301786.0,,2.0,complete,0.75,False,False,False
2020-10-17,38,More Than My Hometown,Morgan Wallen,34.0,34,17,More Than My Hometown,Morgan Wallen,,none,more than my hometown,morgan wallen,morgan wallen,2020,5455300.0,https://genius.com/Morgan-wallen-more-than-my-hometown-lyrics,/Morgan-wallen-more-than-my-hometown-lyrics,More Than My Hometown by Morgan Wallen,Morgan Wallen,112303.0,,10.0,complete,1.0,False,False,False
2020-10-17,39,Don't Start Now,Dua Lipa,33.0,2,49,Don't Start Now,Dua Lipa,,none,don't start now,dua lipa,dua lipa,2020,4547279.0,https://genius.com/Dua-lipa-dont-start-now-lyrics,/Dua-lipa-dont-start-now-lyrics,Don't Start Now by Dua Lipa,Dua Lipa,1666798.0,,7.0,complete,0.9787234042553191,False,False,False
2020-10-17,40,Lovin' On You,Luke Combs,26.0,23,15,Lovin' On You,Luke Combs,,none,lovin' on you,luke combs,luke combs,2020,4571414.0,https://genius.com/Luke-combs-lovin-on-you-lyrics,/Luke-combs-lovin-on-you-lyrics,Lovin’ on You by Luke Combs,Luke Combs,31816.0,,1.0,complete,1.0,False,False,False
2020-10-17,41,ily,Surf Mesa Featuring Emilee,35.0,35,20,ily,Surf Mesa Featuring Emilee,,none,ily,surf mesa featuring emilee,surf mesa featuring emilee,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,42,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,29.0,11,14,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,,none,the woo,pop smoke featuring 50 cent and roddy ricch,pop smoke featuring 50 cent and roddy ricch,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,43,If The World Was Ending,JP Saxe Featuring Julia Michaels,31.0,27,28,If The World Was Ending,JP Saxe Featuring Julia Michaels,,none,if the world was ending,jp saxe featuring julia michaels,jp saxe featuring julia michaels,2020,4946130.0,https://genius.com/Jp-saxe-if-the-world-was-ending-lyrics,/Jp-saxe-if-the-world-was-ending-lyrics,If The World Was Ending by JP Saxe (Ft. Julia Michaels),JP Saxe,1161173.0,,16.0,complete,0.7126436781609196,False,False,False
2020-10-17,44,What You Know Bout Love,Pop Smoke,40.0,40,5,What You Know Bout Love,Pop Smoke,,none,what you know bout love,pop smoke,pop smoke,2020,5561448.0,https://genius.com/Pop-smoke-what-you-know-bout-love-lyrics,/Pop-smoke-what-you-know-bout-love-lyrics,What You Know Bout Love by Pop Smoke,Pop Smoke,596293.0,,1.0,complete,1.0,False,False,False
2020-10-17,45,Some Girls,Jameson Rodgers,42.0,42,9,Some Girls,Jameson Rodgers,,none,some girls,jameson rodgers,jameson rodgers,2020,3367473.0,https://genius.com/Jameson-rodgers-some-girls-lyrics,/Jameson-rodgers-some-girls-lyrics,Some Girls by Jameson Rodgers,Jameson Rodgers,53932.0,,0.0,complete,1.0,False,False,False
2020-10-17,46,Kings & Queens,Ava Max,37.0,37,9,Kings & Queens,Ava Max,,none,kings and queens,ava max,ava max,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,47,Tap In,Saweetie,30.0,20,13,Tap In,Saweetie,,none,tap in,saweetie,saweetie,2020,5611726.0,https://genius.com/Saweetie-tap-in-lyrics,/Saweetie-tap-in-lyrics,Tap In by Saweetie,Saweetie,190536.0,,5.0,complete,1.0,False,False,False
2020-10-17,48,Outta Time,Bryson Tiller Featuring Drake,0.0,48,1,Outta Time,Bryson Tiller Featuring Drake,,none,outta time,bryson tiller featuring drake,bryson tiller featuring drake,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,49,Rags2Riches,Rod Wave Featuring ATR Son Son,38.0,12,15,Rags2Riches,Rod Wave Featuring ATR Son Son,,none,rags2riches,rod wave featuring atr son son,rod wave featuring atr son son,2020,5405216.0,https://genius.com/Rod-wave-rags2riches-lyrics,/Rod-wave-rags2riches-lyrics,Rags2Riches by Rod Wave (Ft. ATR Son Son),Rod Wave,211477.0,,5.0,complete,0.6451612903225806,False,False,False
2020-10-17,50,My Ex's Best Friend,Machine Gun Kelly X blackbear,28.0,28,8,My Ex's Best Friend,Machine Gun Kelly X blackbear,,none,my ex's best friend,machine gun kelly x blackbear,machine gun kelly x blackbear,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,51,Said Sum,Moneybagg Yo,36.0,24,14,Said Sum,Moneybagg Yo,,none,said sum,moneybagg yo,moneybagg yo,2020,5719172.0,https://genius.com/Moneybagg-yo-said-sum-lyrics,/Moneybagg-yo-said-sum-lyrics,Said Sum by Moneybagg Yo,Moneybagg Yo,391068.0,,7.0,complete,1.0,False,False,False
2020-10-17,52,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,52.0,52,18,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,,none,one beer,hardy featuring lauren alaina and devin dawson,hardy featuring lauren alaina and devin dawson,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,53,I Called Mama,Tim McGraw,62.0,53,10,I Called Mama,Tim McGraw,,none,i called mama,tim mcgraw,tim mcgraw,2020,5545692.0,https://genius.com/Tim-mcgraw-i-called-mama-lyrics,/Tim-mcgraw-i-called-mama-lyrics,I Called Mama by Tim McGraw,Tim McGraw,20600.0,,2.0,complete,1.0,False,False,False
2020-10-17,54,I Should Probably Go To Bed,Dan + Shay,43.0,42,10,I Should Probably Go To Bed,Dan + Shay,,none,i should probably go to bed,dan + shay,dan + shay,2020,5808711.0,https://genius.com/Dan-shay-i-should-probably-go-to-bed-lyrics,/Dan-shay-i-should-probably-go-to-bed-lyrics,I Should Probably Go To Bed by Dan + Shay,Dan + Shay,67583.0,,1.0,complete,1.0,False,False,False
2020-10-17,55,Midnight Sky,Miley Cyrus,39.0,14,8,Midnight Sky,Miley Cyrus,,none,midnight sky,miley cyrus,miley cyrus,2020,5837391.0,https://genius.com/Miley-cyrus-midnight-sky-lyrics,/Miley-cyrus-midnight-sky-lyrics,Midnight Sky by Miley Cyrus,Miley Cyrus,688509.0,,7.0,complete,1.0,False,True,False
2020-10-17,56,My Dawg,21 Savage & Metro Boomin,0.0,56,1,My Dawg,21 Savage & Metro Boomin,,none,my dawg,21 savage and metro boomin,21 savage and metro boomin,2020,5505233.0,https://genius.com/21-savage-and-metro-boomin-my-dawg-lyrics,/21-savage-and-metro-boomin-my-dawg-lyrics,My Dawg by 21 Savage & Metro Boomin,21 Savage,206119.0,,6.0,complete,0.6666666666666666,False,False,False
2020-10-17,57,Brand New Draco,21 Savage & Metro Boomin,0.0,57,1,Brand New Draco,21 Savage & Metro Boomin,,none,brand new draco,21 savage and metro boomin,21 savage and metro boomin,2020,12361134.0,https://genius.com/21-savage-x-metro-boomin-brand-new-draco-lyrics,/21-savage-x-metro-boomin-brand-new-draco-lyrics,Brand New Draco by 21 Savage x Metro Boomin,21 Savage x Metro Boomin,,,0.0,complete,0.9512195121951219,False,False,False
2020-10-17,58,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,56.0,56,11,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,,none,happy anywhere,blake shelton featuring gwen stefani,blake shelton featuring gwen stefani,2020,5795463.0,https://genius.com/Blake-shelton-happy-anywhere-lyrics,/Blake-shelton-happy-anywhere-lyrics,Happy Anywhere by Blake Shelton (Ft. Gwen Stefani),Blake Shelton,25854.0,,0.0,complete,0.7088607594936709,False,False,False
2020-10-17,59,Lovesick Girls,BLACKPINK,0.0,59,1,Lovesick Girls,BLACKPINK,,none,lovesick girls,blackpink,blackpink,2020,5909351.0,https://genius.com/Blackpink-lovesick-girls-lyrics,/Blackpink-lovesick-girls-lyrics,Lovesick Girls by BLACKPINK,BLACKPINK,938179.0,,8.0,complete,1.0,False,False,False
2020-10-17,60,24,Money Man Featuring Lil Baby,54.0,54,8,24,Money Man Featuring Lil Baby,,none,24,money man featuring lil baby,money man featuring lil baby,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,61,Snitches & Rats,21 Savage & Metro Boomin Featuring Young Nudy,0.0,61,1,Snitches & Rats,21 Savage & Metro Boomin Featuring Young Nudy,,none,snitches and rats,21 savage and metro boomin featuring young nudy,21 savage and metro boomin featuring young nudy,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,62,Wishing Well,Juice WRLD,51.0,5,13,Wishing Well,Juice WRLD,,none,wishing well,juice wrld,juice wrld,2020,3703705.0,https://genius.com/Juice-wrld-wishing-well-lyrics,/Juice-wrld-wishing-well-lyrics,Wishing Well by Juice WRLD,Juice WRLD,1920804.0,,16.0,complete,1.0,False,False,False
2020-10-17,63,Pretty Heart,Parker McCollum,58.0,58,13,Pretty Heart,Parker McCollum,,none,pretty heart,parker mccollum,parker mccollum,2020,4825706.0,https://genius.com/Parker-mccollum-pretty-heart-lyrics,/Parker-mccollum-pretty-heart-lyrics,Pretty Heart by Parker McCollum,Parker McCollum,43615.0,,2.0,complete,1.0,False,False,False
2020-10-17,64,Ice Cream,BLACKPINK X Selena Gomez,68.0,13,6,Ice Cream,BLACKPINK X Selena Gomez,,none,ice cream,blackpink x selena gomez,blackpink x selena gomez,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,65,Rain On Me,Lady Gaga & Ariana Grande,55.0,1,20,Rain On Me,Lady Gaga & Ariana Grande,,none,rain on me,lady gaga and ariana grande,lady gaga and ariana grande,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,66,Hawai,Maluma & The Weeknd,57.0,55,7,Hawai,Maluma & The Weeknd,,none,hawai,maluma and the weeknd,maluma and the weeknd,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,67,7 Summers,Morgan Wallen,61.0,6,8,7 Summers,Morgan Wallen,,none,7 summers,morgan wallen,morgan wallen,2020,5792117.0,https://genius.com/Morgan-wallen-7-summers-lyrics,/Morgan-wallen-7-summers-lyrics,7 Summers by Morgan Wallen,Morgan Wallen,392495.0,,18.0,complete,1.0,False,False,False
2020-10-17,68,Love You Like I Used To,Russell Dickerson,65.0,65,5,Love You Like I Used To,Russell Dickerson,,none,love you like i used to,russell dickerson,russell dickerson,2020,5240923.0,https://genius.com/Russell-dickerson-love-you-like-i-used-to-lyrics,/Russell-dickerson-love-you-like-i-used-to-lyrics,Love You Like I Used To by Russell Dickerson,Russell Dickerson,19804.0,,0.0,complete,1.0,False,False,False
2020-10-17,69,Heather,Conan Gray,60.0,46,8,Heather,Conan Gray,,none,heather,conan gray,conan gray,2020,5160928.0,https://genius.com/Conan-gray-heather-lyrics,/Conan-gray-heather-lyrics,Heather by Conan Gray,Conan Gray,1544669.0,,17.0,complete,1.0,False,False,False
2020-10-17,70,Cool Again,Kane Brown,45.0,29,19,Cool Again,Kane Brown,,none,cool again,kane brown,kane brown,2020,5492534.0,https://genius.com/Kane-brown-cool-again-lyrics,/Kane-brown-cool-again-lyrics,Cool Again by Kane Brown,Kane Brown,6110.0,,0.0,complete,1.0,False,False,False
2020-10-17,71,No Opp Left Behind,21 Savage & Metro Boomin,0.0,71,1,No Opp Left Behind,21 Savage & Metro Boomin,,none,no opp left behind,21 savage and metro boomin,21 savage and metro boomin,2020,6017385.0,https://genius.com/21-savage-and-metro-boomin-no-opp-left-behind-lyrics,/21-savage-and-metro-boomin-no-opp-left-behind-lyrics,No Opp Left Behind by 21 Savage & Metro Boomin,21 Savage,131402.0,,11.0,complete,0.7671232876712328,False,False,False
2020-10-17,72,You Broke Me First.,Tate McRae,63.0,63,7,You Broke Me First.,Tate McRae,,none,you broke me first,tate mcrae,tate mcrae,2020,5453929.0,https://genius.com/Tate-mcrae-you-broke-me-first-lyrics,/Tate-mcrae-you-broke-me-first-lyrics,you broke me first by Tate McRae,Tate McRae,481210.0,,11.0,complete,1.0,False,False,False
2020-10-17,73,Levitating,Dua Lipa Featuring DaBaby,0.0,73,1,Levitating,Dua Lipa Featuring DaBaby,,none,levitating,dua lipa featuring dababy,dua lipa featuring dababy,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,74,Steppin On N*ggas,21 Savage & Metro Boomin,0.0,74,1,Steppin On N*ggas,21 Savage & Metro Boomin,,none,steppin on n ggas,21 savage and metro boomin,21 savage and metro boomin,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,75,Ain't Always The Cowboy,Jon Pardi,66.0,66,6,Ain't Always The Cowboy,Jon Pardi,,none,ain't always the cowboy,jon pardi,jon pardi,2020,4591925.0,https://genius.com/Jon-pardi-aint-always-the-cowboy-lyrics,/Jon-pardi-aint-always-the-cowboy-lyrics,Ain’t Always the Cowboy by Jon Pardi,Jon Pardi,11018.0,,3.0,complete,0.9846153846153847,False,False,False
2020-10-17,76,RIP Luv,21 Savage & Metro Boomin,0.0,76,1,RIP Luv,21 Savage & Metro Boomin,,none,rip luv,21 savage and metro boomin,21 savage and metro boomin,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,77,Cardigan,Taylor Swift,53.0,1,11,Cardigan,Taylor Swift,,none,cardigan,taylor swift,taylor swift,2020,5793984.0,https://genius.com/Taylor-swift-cardigan-lyrics,/Taylor-swift-cardigan-lyrics,cardigan by Taylor Swift,Taylor Swift,3499255.0,,26.0,complete,1.0,False,False,False
2020-10-17,78,Breaking Me,Topic & A7S,59.0,53,11,Breaking Me,Topic & A7S,,none,breaking me,topic and a7s,topic and a7s,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,79,Everywhere But On,Matt Stell,69.0,69,5,Everywhere But On,Matt Stell,,none,everywhere but on,matt stell,matt stell,2020,4577965.0,https://genius.com/Matt-stell-everywhere-but-on-lyrics,/Matt-stell-everywhere-but-on-lyrics,Everywhere But On by Matt Stell,Matt Stell,,,0.0,complete,1.0,False,False,False
2020-10-17,80,Diamonds,Sam Smith,70.0,51,3,Diamonds,Sam Smith,,none,diamonds,sam smith,sam smith,2020,5926981.0,https://genius.com/Sam-smith-diamonds-lyrics,/Sam-smith-diamonds-lyrics,Diamonds by Sam Smith,Sam Smith,388577.0,,2.0,complete,1.0,False,False,False
2020-10-17,81,Starting Over,Chris Stapleton,64.0,57,6,Starting Over,Chris Stapleton,,none,starting over,chris stapleton,chris stapleton,2020,4952361.0,https://genius.com/Chris-stapleton-starting-over-lyrics,/Chris-stapleton-starting-over-lyrics,Starting Over by Chris Stapleton,Chris Stapleton,242547.0,,11.0,complete,1.0,False,False,False
2020-10-17,82,OK Not To Be OK,Marshmello & Demi Lovato,73.0,36,4,OK Not To Be OK,Marshmello & Demi Lovato,,none,ok not to be ok,marshmello and demi lovato,marshmello and demi lovato,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,83,Always Forever,Bryson Tiller,0.0,83,1,Always Forever,Bryson Tiller,,none,always forever,bryson tiller,bryson tiller,2020,5971001.0,https://genius.com/Bryson-tiller-always-forever-lyrics,/Bryson-tiller-always-forever-lyrics,Always Forever by Bryson Tiller,Bryson Tiller,148463.0,,3.0,complete,1.0,False,False,False
2020-10-17,84,Years Go By,Bryson Tiller,0.0,84,1,Years Go By,Bryson Tiller,,none,years go by,bryson tiller,bryson tiller,2020,6011288.0,https://genius.com/Bryson-tiller-years-go-by-lyrics,/Bryson-tiller-years-go-by-lyrics,Years Go By by Bryson Tiller,Bryson Tiller,84382.0,,12.0,complete,1.0,False,False,False
2020-10-17,85,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",77.0,63,11,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",One Day,other,un dia,"j balvin, dua lipa, bad bunny and tainy","j balvin, dua lipa, bad bunny and tainy",2020,,,,,,,,,,0.0,False,False,False
2020-10-17,86,Martin & Gina,Polo G,71.0,61,10,Martin & Gina,Polo G,,none,martin and gina,polo g,polo g,2020,5542009.0,https://genius.com/Polo-g-martin-and-gina-lyrics,/Polo-g-martin-and-gina-lyrics,Martin & Gina by Polo G,Polo G,679369.0,,6.0,complete,0.9,False,False,False
2020-10-17,87,Hit Different,SZA Featuring Ty Dolla $ign,75.0,29,5,Hit Different,SZA Featuring Ty Dolla $ign,,none,hit different,sza featuring ty dolla $ign,sza featuring ty dolla $ign,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,88,Greece,DJ Khaled Featuring Drake,67.0,8,12,Greece,DJ Khaled Featuring Drake,,none,greece,dj khaled featuring drake,dj khaled featuring drake,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,89,The Bigger Picture,Lil Baby,72.0,3,17,The Bigger Picture,Lil Baby,,none,the bigger picture,lil baby,lil baby,2020,5660719.0,https://genius.com/Lil-baby-the-bigger-picture-lyrics,/Lil-baby-the-bigger-picture-lyrics,The Bigger Picture by Lil Baby,Lil Baby,997937.0,,19.0,complete,1.0,False,True,False
2020-10-17,90,Bloody Valentine,Machine Gun Kelly,50.0,50,2,Bloody Valentine,Machine Gun Kelly,,none,bloody valentine,machine gun kelly,machine gun kelly,2020,5508773.0,https://genius.com/Mgk-bloody-valentine-lyrics,/Mgk-bloody-valentine-lyrics,bloody valentine by mgk,mgk,584004.0,,10.0,complete,0.7407407407407407,False,False,False
2020-10-17,91,Said N Done,21 Savage & Metro Boomin,0.0,91,1,Said N Done,21 Savage & Metro Boomin,,none,said n done,21 savage and metro boomin,21 savage and metro boomin,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,92,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",76.0,64,5,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",,none,relacion,"sech, daddy yankee and j balvin featuring rosalia and farruko","sech, daddy yankee and j balvin featuring rosalia and farruko",2020,,,,,,,,,,0.0,False,False,False
2020-10-17,93,Epidemic,Polo G,47.0,47,2,Epidemic,Polo G,,none,epidemic,polo g,polo g,2020,5986655.0,https://genius.com/Polo-g-epidemic-lyrics,/Polo-g-epidemic-lyrics,Epidemic by Polo G,Polo G,382384.0,,17.0,complete,1.0,False,True,False
2020-10-17,94,Do It,Chloe X Halle,80.0,63,8,Do It,Chloe X Halle,,none,do it,chloe x halle,chloe x halle,2020,5077067.0,https://genius.com/Chloe-x-halle-do-it-lyrics,/Chloe-x-halle-do-it-lyrics,Do It by Chloe x Halle,Chloe x Halle,208105.0,,3.0,complete,1.0,False,False,False
2020-10-17,95,Girls In The Hood,Megan Thee Stallion,74.0,28,15,Girls In The Hood,Megan Thee Stallion,,none,girls in the hood,megan thee stallion,megan thee stallion,2020,5703874.0,https://genius.com/Megan-thee-stallion-girls-in-the-hood-lyrics,/Megan-thee-stallion-girls-in-the-hood-lyrics,Girls in the Hood by Megan Thee Stallion,Megan Thee Stallion,738013.0,,13.0,complete,1.0,False,False,False
2020-10-17,96,Forget Me Too,Machine Gun Kelly & Halsey,44.0,44,2,Forget Me Too,Machine Gun Kelly & Halsey,,none,forget me too,machine gun kelly and halsey,machine gun kelly and halsey,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,97,B.S.,Jhene Aiko Featuring H.E.R.,92.0,24,10,B.S.,Jhene Aiko Featuring H.E.R.,,none,b s,jhene aiko featuring h.e.r.,jhene aiko featuring h.e.r.,2020,5297789.0,https://genius.com/Jhene-aiko-bs-lyrics,/Jhene-aiko-bs-lyrics,B.S. by Jhené Aiko (Ft. H.E.R.),Jhené Aiko,697367.0,,6.0,complete,0.6363636363636364,False,False,False
2020-10-17,98,Kacey Talk,YoungBoy Never Broke Again,79.0,50,8,Kacey Talk,YoungBoy Never Broke Again,,none,kacey talk,youngboy never broke again,youngboy never broke again,2020,5752782.0,https://genius.com/Youngboy-never-broke-again-kacey-talk-lyrics,/Youngboy-never-broke-again-kacey-talk-lyrics,Kacey Talk by YoungBoy Never Broke Again,YoungBoy Never Broke Again,188892.0,,7.0,complete,1.0,False,False,False
2020-10-17,99,Blind,DaBaby Featuring Young Thug,85.0,85,3,Blind,DaBaby Featuring Young Thug,,none,blind,dababy featuring young thug,dababy featuring young thug,2020,,,,,,,,,,0.0,False,False,False
2020-10-17,100,Caramelo,Ozuna x Karol G x Myke Towers,83.0,76,8,Caramelo,Ozuna x Karol G x Myke Towers,,none,caramelo,ozuna x karol g x myke towers,ozuna x karol g x myke towers,2020,,,,,,,,,,0.0,False,False,False
